id_departamento,nombre,domicilio,mail,fecha_fundacion
6260,Biblioteca Popular El Principito,Córdoba 337,,1980-01-01
6270,Soc. de Fom. y Bib. Pop. del Bo. Parque El Trébol,Los Alamos s/n 0,bibliotecaeltrebol@gmail.com,1993-11-06
6270,Bib.Pop. D.F.Sarmiento,Marotto 361,bpdfsts@yahoo.com.ar,1959-08-09
6274,Bib. Pop. Lisandro de la Torre,Cabrera 810,,1995-08-19
6274,Bib.Pop. Del Centro Cult. Sarmiento,Boccuzzi 97 0,bibliotecasarmiento_varela@yahoo.com.ar,1920-07-04
6274,Bib.Pop. Almafuerte,Dr. Gristein 2977,almafuertebib@yahoo.com.ar,1985-03-31
6274,Bib.Pop. Guillermo Enrique Hudson,Boccuzzi 623,arravera@hotmail.com,1980-01-01
6274,Bib. Pop. Dr. Florencio Varela,Zapiola 273,,1999-08-30
6274,Bib.Pop. Hugo del Carril,Calle 556 699,bibliotecahugodelcarril@gmail.com,1980-01-01
6274,Bib.Pop. Santo Tomás de Aquino,Bogotá 4374,bibliostomas@yahoo.com.ar,1980-01-01
6274,Asoc. Cult. y Bib. Pop. Dr. Ernesto de Muro,Remedios de Escalada 1335,bpdemuro@live.com.ar,2004-05-18
6274,Cen. Cult.  y Bib.Pop. Poetisa Alfonsina Storni,Calle 1336 esq. 1319 1319,,2000-07-02
6274,Bib. Pop. Florencio Sánchez,Virgen de Itatí 911,bibliotecaflorenciosanchez@yahoo.com.ar,1980-01-01
6280,Bib.Mun.Pop. Eloisa M. Rissoli,Calle 23 e/100 y 98,,1997-05-25
6280,Bib.Pop.Mun. General José de San Martín,34 940,biblioteca_miramar@yahoo.com.ar,1976-12-19
6287,Bib.Pop. Florencio Balcarce,San Martín 341,bibliofbalcarce@yahoo.com.ar,1915-04-29
6294,Bib.Pop. Bernardino Rivadavia,Gral.Lavalle 88 0,,1932-10-12
6294,Bib.Pop. Domingo Faustino Sarmiento de Ascención,Rafael Reta 0,,2003-10-23
6308,Bib.Pop. Carlos Guido Spano,25 de Mayo,,1980-01-01
6315,Bib.Pop. José Hernández del Club Deportivo El León,Sarmiento 638,,1944-04-02
6322,Bib.Pop. Presidente Mitre,San Martín 666,nesoa_07@yahoo.com.ar,1944-03-15
6329,Bib.Pop. Felipe de Robles (h,Las Heras 940,,1914-12-02
6336,Bib.Pop.Pub.Mun. General Lavalle,Arturo de la Serna 1174,bibliotecaglavalle@hotmail.com,1974-05-01
6351,Bib.Pop.Esc. Antártida Argentina,San Martín y Lariguet 0,bibliogranada@yahoo.com.ar,1996-11-22
6351,Bib.Pop. D.F.Sarmiento,San Martín y R. Gowland 0,,1913-06-13
6351,Bib. Esc. Pop. Ricardo Rojas,Julio A.Roca 676,,1961-03-01
6351,Bib. Pop. Juan XXIII,2 de abril 136,bibliotecapopularjuan23@hotmail.com,2000-06-10
6357,Bib.Pop. Juventud Moderna,Diag. Pueyrredón 3324 1º,,1911-11-16
6357,Bib.Pop.y C.Cult. Mar del Plata,Bolivar 4252,,1994-11-21
6357,Bib.Pop. Juan Domingo Perón,Av.Jara 759,,1980-01-01
6357,Bib.Pop. Barrio Santa Rita,Intendente Camusso 1152,,1980-01-01
6357,Bib.Pop. y Cen.Cul. Centenario,Avellaneda y Tierra del Fuego Sector 3 Edificio 4  PB,,1996-09-21
6357,Bib.Pop. El Desafío para Crecer,Juan N. Fernández 146,,2014-11-10
6364,Bib.Pop. Leandro N. Alem,Av.España 146,,1936-07-20
6385,Bib. Pop. Mariano Moreno,Rivadavia 137,bibpopmm_lostoldos@yahoo.com.ar,1939-05-07
6385,Bib.Pop. Minchekewun,O´Higgins 1136,,2011-05-12
6392,Bib.Esc.Pop. José Manuel Estrada,Ing.White 222,bibliob@yahoo.com.ar,1961-10-21
6392,Bib.Pop.Pub.Mun. Dolores A. Cirio de Busso,C. Saavedra Lamas s/n 0,biblio@cseca.com.ar,1991-06-28
6392,Bib.Pop.Pub.Mun. D.F.Sarmiento,Belgrano 229,biblio@servicoopsa.com.ar,1935-08-25
6392,Bib.Pop.Pub.Mun. Benito Lynch,Sarmiento 675,blynch@servicoopsa.com.ar,1979-10-27
6392,Bib.Púb. Municipal Fortín de Gainza,Libertad  y Tucumán,biblioteca_fortingainza09@hotmail.com,1991-09-05
6399,Bib.Pop. Angela A.B. de Abraham,Estación Ferrocarril Roca,,2000-08-20
6399,Bib. Pop. José Hernández,26 de Julio 0,bibliojh97@yahoo.com.ar,1980-01-01
6399,Bib.Pop. Dardo Nepomuceno Arditi Rocha,Justo Condesse 357,bparditirocha@hotmail.com,2000-11-27
6399,Bib.Pop. Dra. Alicia Teresa Morales,Diagonal Norte 0,bpaliciatmorales_garre@yahoo.com.ar,1980-01-01
6399,Bib.Pub. Mariano Moreno,San Martín 325,,1956-10-25
6406,Bib.Pop. Almafuerte,Diag.Yrigoyen 192,bibliopopalmafuerte@yahoo.com.ar,1922-06-14
6408,Bib.Pop.Soc.Fom. Julián Aguirre,Julian Aguirre 1870,,1975-05-13
6408,Bib.Pop. Alfredo L. Palacios,Garibaldi 2138,biblioapalacios@yahoo.com.ar,1980-01-01
6410,Soc.y Bib.Pop. La tradición,Julián Balbín 4020,bibliotecalatradicion@yahoo.com.ar,2000-04-16
6413,Bib.Pop. Olegario V. Andrade,Belgrano 191,,1909-05-27
6413,Bib.Pop. Paz y trabajo,Primera Junta 301,,1923-04-12
6413,Bib.Pop. Pedro Aguilera,Paso esq. Siria 908,,1928-10-05
6413,Bib.Pop. Esteban Echeverría,Lebensohn 501 y Gral.Lavalle 0,,1930-02-04
6413,Bib.Pop. 9 de Julio,Roque Vasquez 7,biblioteca9dejulio@gmail.com,1933-06-02
6413,Bib.Pop. Manuel Belgrano,Siria 385,armando_de_miguel@hotmail.com,1929-02-19
6413,Bib. Pop. Pio Soberano,General Paz 444,piosoberanobibliotecapopular@gmail.com,2022-03-11
6413,Bib.Pop. Juan Bautista Alberdi,Av. Los Tilos 47,,1940-05-07
6420,Bib.Pop. Las Toninas,Calle 1 1066,biblo093@yahoo.com.ar,1985-09-01
6420,Bib.Pop. Vito Dumas,Calle 3 7552,bibliotecamardeltuyu@yahoo.com.ar,1992-06-15
6420,Bib. Pop.Dr. José María Sobral,95 1108,bibliotecasobral@yahoo.com.ar,2005-07-23
6420,Bib.Pop. Juan XXIII,8 1051,,1980-01-01
6420,Soc.Fo.y Bib.Pop. El Tala,Calle 9 4068,bib-arocha@educar,1980-01-01
6420,Bib.Pub. Alfonsina Storni,Calle 7 256 1,ctc0057@hotmail.com,1980-01-01
6427,Bib.Pop. Alfonsina Storni,Circuns.5 Sec.1 Man.2 Casa 1,,1963-11-03
6427,Bib.Pop. y Ctro Cult. José M. Estrada,Araoz 553,bibliotecamflara@hotmail.com,1976-09-04
6427,Bib.Pop. Ceferino Namuncura,Achupallas 7218,,1980-01-01
6427,Bib.Pop. Delia C. de Armagno,Brigadier General Juan Manuel de Rosas 8035,fundaciondeliacdea@gmail.com,1980-01-01
6427,Bib.Pop. Rotaria,Madrid esq. Sarrachaga 6198,bibliotecapopularrotaria@yahoo.com.ar,1980-01-01
6427,Bib.Pop. Amigos de La Tablada,Avellaneda 5211,amigosdelatablada@yahoo.com.ar,1998-11-10
6427,Bib.Pop. Almafuerte de Rafael Castillo,Grauville 2158,biblioteca_alma@hotmail.com,1980-01-01
6427,Bib.Pop. Tinkunaku-Lugar de encuentro,Felipe de Arana 750,bptinkunaku@yahoo.com.ar,2000-06-01
6427,Bib.Pop. Almafuerte,Sarratea 4267,bibalma@yahoo.com.ar,1993-06-11
6427,Bib. Pop. Villa Sahores,Inclan 2063,biblioteca303@yahoo.com.ar,1999-03-30
6427,Bib.Pop. de la Imagen (CEIC),Juan Florio 3260,bibliotecapopularimagen121@gmail.com,2003-02-21
6427,"Centro Cultural y Recreativo, Bib.Pop. Mariano Moreno",Humahuaca 254 1° piso,bibliomoreno@yahoo.com.ar,1930-04-18
6427,Bib. Pop. Madre Teresa,Villanueva 3435,,1998-02-17
6427,Bib.Pop. Trabajadores del Yaguané,Cellini 5033,,1999-02-02
6427,Bib. Pop. Virrey del Pino,Gorostiaga 5885,biblioteca308@yahoo.com.ar,1999-12-06
6441,Bib.Pop. Florentino Ameghino,474- (Av.Cantilo),bibliofameghino@yahoo.com.ar,1936-09-26
6441,Bib.Pop. José Hernández,Calle 31 e/510 y 511 0,,1997-09-20
6441,Bib.Pop. Florentino Ameghino,Calle 58 Nº 774 0,bibliotecaalborada@yahoo.com,1918-05-02
6441,Bib.Pop. Bernardino Rivadavia,39 (e/115 y 116) 215,,1915-10-01
6441,Bib.Pop. Dr. Nicolás Avellaneda,Calle 7 2241,,1927-12-27
6441,Bib.Pop. Joaquín V. González,Avda. 40 1027,,1903-10-12
6441,Bib. Euforión,Diagonal 79 Nº 371 e/ 62 y 63 0,,1927-08-03
6441,Bib.Pop.Gral. San Martín,Calle 22 986,bibliotecapopularsanmartin@hotmail.com,1936-04-15
6441,Cen. de Fom. M. V y Bib.Pub.Pop. Enrique Gonino,Calle 67 1080,bibliotecameridianov@hotmail.com,1929-04-16
6441,Bib.Pop. Luis A. Repetto,Calle 59 584,bprepetto@gmail.com,1941-12-06
6441,Bib. Pop. Florentino Ameghino,10 784,bibliotecafameghino@hotmail.com,1945-01-01
6441,"Bib.Pop. Juan Vucetich, C.C. Y Dep. Aconcagua",69 480,bibliojuanvucetich@gmail.com,1944-07-01
6441,Bib.Pop. Mario L. Sureda,Calle 14 Nº 1528 0,,1947-09-21
6441,Bib.Pop. Mariano Moreno,Calle 3 967,,1939-03-27
6441,Bib.Pop. Dardo Rocha,71 331,,1954-11-30
6441,Bib.Pop. Bernardo de Monteagudo,Calle 51 1088,,1940-11-12
6441,Bib.Pub. Central Gral. José de San Martín,Calle 47 510,,1950-02-23
6441,Bib.Pop. E. S. Discépolo para la Cult.Nac.,Calle 13 2226,,1980-01-01
6441,Bib. Pop. Homero Manzi,57 379 2,bib.homeromanzi@gmail.com,1980-01-01
6441,Bib.Pop. Instituto Platense de Cult. Hispánica,Calle 6 1040,,1960-10-12
6441,Asoc.Cult.Bib.Pop. Vida y Lucha de Elizalde,81 s/n (frente al nº 1274) 0,biblioteca_elizalde@yahoo.com.ar,1993-08-23
6441,Casa del Tango y Bib.Pop. Carlos Gardel,Calle 43 413,casadeltango_lp@hotmail.com.ar,1980-01-01
6441,Cen. y Bib.Pop. Carlos Bormida,Calle 38 1918,bibliopcarlosbormida@yahoo.com.ar,2001-11-04
6441,Cent.Cu. Y Bib.Pop. Enlazando palabras,Calle 521 4568,ongenlazandopalabras@hotmail.com,1980-01-01
6441,Bib.Pop. Del otro lado del árbol,14  s/n 0,delotroladodelarbol@hotmail.com,2011-02-01
6441,Bib.Pop. La Chicharra,71 1138,lagrietaylachicharra@gmail.com,2007-10-01
6441,Bib.Pop.Bartolomé Mitre,137 1415,cfloshornos@yahoo.com.ar,1933-09-11
6441,Bib.Pop. Dr. Roman S. Harosteguy,Calle 502 2068,biblioharosteguy@yahoo.com.ar,1980-01-01
6441,Com.Vec.y Bib.Pop. Gonnet Bell,Calle 15 4080,,1995-06-02
6441,Bib. Pop. Mariano Moreno,1 356,bibpopmarianomoreno@hotmail.com,1936-07-11
6441,Bib.Pop. D.F.Sarmiento,522 s/n,,1923-12-23
6441,Bib. Pop. Tupac Amaru infantil y juvenil,9 17,bibliotecatupacamaru@yahoo.com.ar,1999-10-12
6441,Bib.Pop. Alejo Iglesias,6 (ex12) 1086,,1920-06-08
6434,Cen. y Bib.Pop. Osvaldo Pugliese,Aristóbulo del Valle 1370,,1999-04-30
6434,Bib.Pop. Libertador San Martín,Eva Perón (y gral. deheza) 2597,,1917-09-07
6434,Bib. Pp. Soc. Bomberos Voluntarios de Lanús,Gral.Rodriguez 1039,,1945-10-12
6434,Bib.Pop.Mun. Mariano Moreno,Sarmiento esq. Tucumán,,1994-06-06
6434,Bib.Pop. Olga Cossettini,Centenario Uruguayo 580,,2001-07-16
6434,Bib.Pop. Florentino Ameghino,C.Warnes 1523,bibliopopameghino@hotmail.com,1980-01-01
6434,Bib.Pop. Mariano Moreno,Enrique Fernandez 3168,,1997-03-16
6434,Bib.Pop. Monte Chingolo,General Pintos 4752,bibliotecapopularmontechingolo@gmail.com,1980-01-01
6434,Bib.Pop. Alberdi,Coronel Beltran 70 0,balberdiescalada@gmail.com,1919-09-19
6434,Bib.Pop. Dr. E. Angel Barriocanal,General Deheza 3268 0,bibliotecabarriocanal@yahoo.com.ar,1955-09-03
6434,Bib. Pop. Juan B. Justo,Av.Luján 3392,roxanacaterbetti42@hotmail.com,1930-10-05
6434,Bib.Pop.y Soc.Fom. D.F.Sarmiento,Av. Pte. Perón 3065,bibliotecasarmiento@yahoo.com.ar,1918-03-01
6434,Bib.Pop. 1 de Mayo,Balcarce 2725 0,bibprimerodemayo@hotmail.com,1914-12-13
6448,Bib.Pop. Laprida,Independencia 1136,bplaprida@yahoo.com.ar,1940-12-01
6455,Bib.Pop. 25 de Mayo,Rivadavia 325,,1928-08-12
6462,Bib.Pop. D.F.Sarmiento,Quintana 0,bibliotecapopular@live.com.ar,1916-08-20
6462,Bib.Pop. Mariano Moreno,Manuel Urizar 369,nuevabibliomatienzo@hotmail.com,1988-06-20
6462,Bib.Pop.Mun. Esteban Echeverría,Juan de Garay y San Martín 0,bibvedia@yahoo.com.ar,1961-07-09
6469,Bib.Pop. José M. Estrada,Av.El Progreso 300,,1945-09-17
6469,Bib.Pop. Bartolomé Mitre,Sin dirección 0,bibliobayauca@hotmail.com,1932-06-12
6469,Bib. Pop. D. F. Sarmiento,Buenos Aires y Tucumán 0,bibliosalas@yahoo.com.ar,1958-04-18
6469,Bib.Pop. Fortín de la Cult. El triunfo,9 de Septiembre,,1980-01-01
6469,Asoc.Bib.Pop.Mun. Jullian de Castiglioni,Simón Bolívar,,1980-01-01
6469,Bib.Pop.Mun. D.F.Sarmiento,Av.Massey 1439 0,bibliotecasarmientocoop@hotmail.com.ar,
6476,Bib.Pop. D.F.Sarmiento,Sarmiento 120,,1918-04-05
6469,Bib.Pop. José Ingenieros,Rivadavia (Ex Estación de Ferrocarril) 1490,,1926-08-06
6476,Bib.Pop. San Manuel,Belgrano 175,bibliopopularsanmanuel@gmail.com,1993-06-10
6483,Bib.Pop. Rivadavia,Rivadavia 50,,1920-12-27
6483,Bib.Pop. D.F.Sarmiento,Salgado 4143,ccplbsarmiento@yahoo.com.ar,1912-03-16
6483,Bib.Pop. Albino Capponi,Rivadavia 36,bibliocapponi@yahoo.com.ar,1902-01-12
6483,Bib.Pop. Héroes de Malvinas,Av.Leandro N.Alem 485,,1980-01-01
6490,Bib.Pop. Alfonsina Storni,Falucho 1550,,1980-01-01
6490,Bib.Pop.Soc.Fom. Roberto Arlt,Necol 934,,1980-01-01
6490,Bib. Pop. Leopoldo Marechal,Campana 1629,,1980-01-01
6490,Bib.Pop. Escritores Argentinos,Pasaje Adrogué 186,bipopu_argentinos07@yahoo.com.ar,1980-01-01
